Nome: IMPERATRIZ
Codigo Estacao: 82564
Latitude: -5.53638888
Longitude: -47.47888888
Altitude: 126.33
Situacao: Operante
Data Inicial: 1991-01-01
Data Final: 2020-12-31
Periodicidade da Medicao: Diaria

Data Medicao;EVAPORACAO DO PICHE, DIARIA(mm);INSOLACAO TOTAL, DIARIO(h);PRECIPITACAO TOTAL, DIARIO(mm);TEMPERATURA MAXIMA, DIARIA(°C);TEMPERATURA MEDIA COMPENSADA, DIARIA(°C);TEMPERATURA MINIMA, DIARIA(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA(%);VENTO, VELOCIDADE MEDIA DIARIA(m/s);
1996-01-03;3,8;3,8;0;32,5;26,2;23,4;80,8;61;1,4;
1996-01-04;4,2;1,6;,2;30;25,6;23,2;91,3;88;0;
1996-01-05;1,5;2,1;31,6;29,1;25,7;23,4;89;78;1,1;
1996-01-06;1,5;1,7;,6;30,5;25,3;22,4;85,8;71;1,6;
1996-01-07;2;8;0;32,9;27;23,8;83;75;1,6;
1996-01-08;2,5;9,7;7,3;32,6;26,9;23,8;76,8;60;,5;
1996-01-09;3,5;6,6;0;33,1;27,1;23,4;82,5;62;1,6;
1996-01-10;4;4,4;0;33;27,6;23;76,8;61;1,4;
1996-01-11;3;4,6;0;32,9;28,3;24,6;76;64;1,1;
1996-01-12;3;4,4;3,3;31,5;25,4;22,8;87;70;1,4;
1996-01-13;1,5;5,2;10,8;30,5;25,2;22,6;94,8;91;2,2;
1996-01-14;1;5,3;1,2;32,6;26,8;22,4;77,8;60;1,1;
1996-01-15;2,5;0;77;27,3;24,2;22;91,5;80;0;
1996-01-16;2,5;5,2;,5;32,3;26,8;22,4;80,5;61;,5;
1996-01-17;3,5;6,2;0;32,5;27;23,4;73,5;60;,8;
1996-01-18;4;5,2;0;31,9;27,7;23,4;76,8;63;1,3;
1996-01-19;2;2;0;32,2;25,8;23,5;87,8;78;1,1;
1996-01-20;2;3,8;62;30,5;24;21,2;91,3;69;1,6;
1996-01-21;2;1,3;39,8;29,4;25,1;21,2;87,8;76;,5;
1996-01-22;1,5;6,1;0;33;26,4;22,5;83,3;57;,5;
1996-01-23;4,6;7,2;0;33,7;25;20,3;85,8;63;1,7;
1996-01-24;4,5;3,2;82,7;31,4;25,2;21,2;90,8;68;,5;
1996-01-25;1;7,9;13,8;32,5;27,2;22,8;77,3;61;1,4;
1996-01-26;4;9,1;0;35,5;27,8;23,4;76;54;1,9;
1996-01-27;4,5;4,2;0;32,3;27,4;24,2;84,3;71;1,1;
1996-01-28;3;9,9;0;34,1;28;22,8;74,5;53;1,1;
1996-01-29;3,5;7,3;0;33,1;27;23,6;79;60;1,9;
1996-01-30;5;9,7;,5;33,5;26,5;22,6;76;55;1,6;
1996-01-31;4;1,4;2,9;30,1;25,5;22,8;93,3;85;,5;
1996-02-01;4;6,4;,5;33;26,3;22,8;82,5;68;,3;
1996-02-02;1,5;4,3;,4;31,8;27,2;24,6;86,5;81;1,6;
1996-02-03;2;2,4;2;31,6;26,6;23,6;84,5;72;1,4;
1996-02-04;2;3,4;1,6;31,6;25,9;23,4;87,5;71;1,1;
1996-02-05;1;1,9;17,2;30,6;25,5;23;88,8;70;,5;
1996-02-06;2;3,7;34;30,5;25,7;21,4;86,3;73;1,6;
1996-02-07;1;,5;0;30,7;25,7;23,2;87,3;78;1,1;
1996-02-08;1;7,1;0;33,7;28;23,4;74,3;58;1,7;
1996-02-09;2;6,2;0;33,7;28,4;24;85,3;78;1,1;
1996-02-10;3;4,5;4,5;32,9;26,5;24;82,5;58;,8;
1996-02-11;3;7;1;32,7;27,9;23,2;79;67;1,1;
1996-02-12;3;5,6;1;32,5;27,8;24;78,8;67;,5;
1996-02-13;1,3;5,5;0;33,9;27,8;24,4;78,5;58;,8;
1996-02-14;3,7;6,2;19,3;32,9;26,2;23,8;89;64;1,9;
1996-02-15;4;4,2;19,6;32,3;26,2;23;84,8;63;,5;
1996-02-16;2;2,4;0;31,5;26,5;23,2;83,3;66;,5;
1996-02-17;3,5;4;0;31;25,7;23,2;88,5;82;1,4;
1996-02-18;2,5;4,9;19;32,6;26;23,6;87;65;1,1;
1996-02-19;3,5;3,7;45,7;31,5;25,1;22,8;90;73;,5;
1996-02-20;2,5;10,2;8,9;30,7;26,4;21,8;73,5;59;,8;
1996-02-21;3;3;0;29,3;25,4;21,8;87,3;73;,5;
1996-02-22;2,5;5,1;,9;31,8;27,1;24;82;73;1,1;
1996-02-23;5;4,6;0;31,7;26,6;23,2;79,8;62;1,1;
1996-02-24;2,5;8,4;0;34,1;26,3;23;77,8;53;1,1;
1996-02-25;1,5;6,8;5,8;32,7;26,6;23;84,5;65;,5;
1996-02-26;2,3;8,2;42,3;33,7;27,1;22,2;76;60;1,4;
1996-02-27;2,7;6,9;59,7;32,7;26;22,2;82;62;1,9;
1996-02-28;3;5,6;2,7;32,9;27;23,4;81,8;62;1,1;
1996-02-29;2;9,5;7;32,5;25,5;22,8;86;69;2,2;
1996-03-01;2,5;1,4;49,9;33,1;27,1;22,8;78,8;61;1,6;
1996-03-02;3;6,4;0;31,7;27,1;23,4;74,5;59;1,9;
1996-03-03;4,5;4,6;,6;31,7;26;23,6;84,3;65;1,1;
1996-03-04;2,5;6,7;,7;32,1;27,3;24;76,5;61;1,1;
1996-03-05;4;2,3;77,3;28,1;24,8;22,9;93,5;81;1,1;
1996-03-06;1;3,5;5,6;32,1;26,2;23,3;85,8;67;1,4;
1996-03-07;2;9,4;23,6;32,3;27;23,6;80;64;1,1;
1996-03-08;4;9,5;0;32,7;27,6;23,5;76,5;60;1,6;
1996-03-09;3,3;7,1;1,9;33,7;27,4;23,8;78,3;62;1,6;
1996-03-10;2,2;4,4;0;32,3;26,9;23,8;84;69;1,6;
1996-03-11;4,5;6,9;0;33,1;27,4;24,2;80;64;1,9;
1996-03-12;2,5;2,8;107,5;28,9;25,2;22,4;89,8;80;,5;
1996-03-13;3;1,4;5,6;26,7;24,4;22,2;94;90;1,4;
1996-03-14;1;3,2;30,2;31,5;25,5;22;86,3;68;,5;
1996-03-15;1,5;8,5;,5;33,3;27,1;23,4;82,3;62;1,1;
1996-03-16;1,5;8,8;,6;33,5;27,8;24,2;76,3;57;1,9;
1996-03-17;6,5;0;4,9;28,9;24,4;22,8;94,3;84;1,6;
1996-03-18;1,5;5,9;56,8;31,8;27,3;22,8;76,5;62;1,1;
1996-03-19;2,5;7,9;0;32;27,4;24;76;59;,8;
1996-03-20;2,5;7,4;27,3;30,8;25,9;22;81,5;61;,8;
1996-03-21;3,5;8;30,3;32,3;26,5;21,8;77,5;61;1,4;
1996-03-22;4;9;0;32,3;25,7;22,2;82;64;,8;
1996-03-23;3;0;85;32,2;26,9;23,4;80;65;1,3;
1996-03-24;4;6,5;0;31,6;27;23,6;80,5;63;1,1;
1996-03-25;3;9,5;0;33,3;25,8;23,6;86,3;61;1,6;
1996-03-26;3,5;2,2;27,7;30,3;23,8;21,7;87;69;1,3;
1996-03-27;2;5,6;43;31,5;25,4;21,4;84;67;,8;
1996-03-28;2,5;5,6;38,7;31,1;26,1;22;81;65;1,1;
1996-03-29;2,5;10,8;0;32,7;27,4;23;76,8;61;,8;
1996-03-30;2;9,8;0;32,9;27;23,4;76,8;65;1,3;
1996-03-31;1,5;2,5;0;31;26,6;22,8;78,8;61;1,1;
1996-04-01;2;0;0;33,7;27,7;24;75;54;1,1;
1996-04-02;1,5;9;0;33,5;27,3;23,6;79,8;61;1,1;
1996-04-03;5;9,1;9,5;32,5;27,4;23,4;80,5;66;1,9;
1996-04-04;2;7,8;1,6;33,1;27,1;23,8;78,8;59;,8;
1996-04-05;4;4,7;0;31,5;26,5;24;78,5;65;1,6;
1996-04-06;3,5;3,4;7,5;31;26,3;24,2;86;84;,8;
1996-04-07;2,5;7,9;,3;33,3;27,5;24,2;80,3;59;,5;
1996-04-08;3;5,3;0;32,4;27;24;85;79;1,1;
1996-04-09;2,5;1,5;2;27,8;25,9;23,4;87,3;80;1,4;
1996-04-10;2;4,5;3,5;31,7;26,9;23,4;87,3;77;1,1;
1996-04-11;2;2,8;18;28,7;25,5;22,6;89,8;80;1,4;
1996-04-12;2;3,2;0;28,6;25,4;23;89,8;85;1,6;
1996-04-13;1;3,3;59,4;28,8;24,6;22;90;79;,5;
1996-04-14;2;8,8;4,6;32,1;27;21,8;82;70;1,1;
1996-04-15;4;6,3;4,3;32,1;26,9;23,8;83;63;1,4;
1996-04-16;1,5;5,5;3,6;32;26,2;24,1;87,8;63;,8;
1996-04-17;2,2;9,7;82,5;31,5;26,8;24,1;80,5;68;,5;
1996-04-18;4,5;1,7;0;33,9;27,2;23,2;76;57;1,3;
1996-04-19;1,8;1,7;9,2;33,6;26,4;22,6;84,5;68;1,6;
1996-04-20;2;,3;43,3;30,9;25,4;22;85,8;66;,5;
1996-04-21;2,5;5,1;43;31,7;26,1;22,2;86;70;1,1;
1996-04-22;3;1;1;29,1;25,6;24;90,8;88;,5;
1996-04-23;2;10;,3;32,5;26,9;22,4;76,5;59;1,1;
1996-04-24;2,5;8,5;0;32,8;26,6;22,2;80,5;60;1,1;
1996-04-25;3,5;3,6;0;30,7;26,4;23,4;92,8;81;1,1;
1996-04-26;1;6;29,9;30,7;26,1;23,6;88;79;1,1;
1996-04-27;2;7,6;4;32,1;26,2;23;78,5;61;1,4;
1996-04-28;3;9,9;0;31,9;27,1;22,8;76,3;58;1,1;
1996-04-29;4;8,6;0;33,5;28,2;23,6;73;56;1,1;
1996-04-30;3,5;2;0;31;27,7;24,8;81;69;1,9;
1996-05-01;6;3,4;0;31,9;26,7;24,4;86,3;79;1,4;
1996-05-02;2;2,8;0;32,9;27,1;23,8;83,5;61;1,1;
1996-05-03;3;2,8;1,3;32,5;27,4;24,2;80;63;1,3;
1996-05-04;1;5,8;0;33,6;27,5;24;80,5;63;1,4;
1996-05-05;5;2,1;1,2;30,5;25,9;24;91;76;1,3;
1996-05-06;3;2,9;8;29,6;25,6;23,2;93,5;89;,8;
1996-05-07;4;10,6;4,4;32,5;27,4;24,5;73,8;59;,8;
1996-05-08;1,5;6,3;0;33,7;27,8;24,6;75;57;1,1;
1996-05-09;4;9,7;0;34;28,1;24,3;74;53;1,1;
1996-05-10;6,5;2,7;22;32,3;26,8;24,5;82,8;62;,8;
1996-05-11;8,5;,2;50,1;29,7;24,9;22;90,8;77;,8;
1996-05-12;7;3,4;0;32,4;26,4;23,3;86,5;67;1,1;
1996-05-13;2;8,6;0;33,1;26,8;23;78,8;57;1,1;
1996-05-14;1,5;10,7;0;33;27,9;23;72,3;57;1,1;
1996-05-15;8;10,2;0;34;27,9;22,2;71,8;53;1,1;
1996-05-16;6;9,1;0;34,9;28,3;23,2;74,5;57;1,1;
1996-05-17;3;10,2;0;34,1;28,5;24;71,5;57;1,1;
1996-05-18;4;7,4;0;33,6;27,3;23,2;82;64;1,1;
1996-05-19;2,5;9,5;7;32,7;26,9;22,2;82,3;65;1,1;
1996-05-20;4;10,6;0;33,6;27,5;22;70,5;52;1,1;
1996-05-21;2,5;10,5;0;33,3;26,4;22,4;79,8;58;1,6;
1996-05-22;5,5;10,5;0;34,1;28,1;22;67,3;57;1,4;
1996-05-23;8;9,5;0;34,1;28,1;23;72,3;53;1,3;
1996-05-24;4,2;9,8;0;34,1;27,6;22;75,5;58;1,1;
1996-05-25;2,3;4,4;0;32,5;26,3;23,6;87;71;1,4;
1996-05-26;1,5;10,3;13,3;32,5;26,6;21,4;78,5;62;1,1;
1996-05-27;4;9,2;0;32,4;26,9;23,2;79,3;57;1,4;
1996-05-28;4;8,3;0;33,2;26,5;22,2;76;54;1,1;
1996-05-29;5;9,2;0;33,6;27,5;22;71,8;58;,5;
1996-05-30;8,5;4,5;0;32,5;27,1;22,1;74,8;55;1,6;
1996-05-31;3,5;9,9;0;32,9;27;22,4;74,8;57;1,1;
1996-06-01;2;10,8;0;33,7;27,5;22,2;68,5;50;1,4;
1996-06-02;4,5;10,4;0;34;26,8;21,2;70;54;2,9;
1996-06-03;8;10,1;7,9;33,3;27;21,4;71,8;52;1,1;
1996-06-04;3;9,6;0;33,3;27,7;23;65,8;53;1,6;
1996-06-05;4,5;9,5;0;33,4;27,6;22,6;68;53;1,1;
1996-06-06;6,3;7,6;0;32,9;26,9;21,2;64,3;47;1,3;
1996-06-07;2,2;9,8;0;33,1;27,5;22;73;53;,8;
1996-06-08;2,5;9,9;0;34;27,7;21,2;67;49;,5;
1996-06-09;4;9,8;0;32,3;27,2;22,8;72;61;2,2;
1996-06-10;6;10,3;0;32,5;25,4;20,6;75,5;54;1,1;
1996-06-11;7,6;10,6;0;32,6;26,7;22;68,8;54;1,1;
1996-06-12;7,4;9,9;0;33,3;27,1;21,5;70,5;54;1,6;
1996-06-13;4;9,9;0;33,3;28;22,3;68,3;54;1,6;
1996-06-14;4;10,6;0;33,5;27,3;24;74,3;55;1,3;
1996-06-15;5,5;10,6;0;33;26,9;21,4;72;55;1,9;
1996-06-16;6;8;0;33,1;26,6;21,4;75;63;1,3;
1996-06-17;6;9,8;0;34,3;27,3;22;73;53;1,1;
1996-06-18;1,5;10,4;0;35;28,2;22,8;70;53;1,1;
1996-06-19;3;10,1;0;35,5;27,9;21,9;71;53;1,6;
1996-06-20;4;10;0;33,7;28;23,2;70,5;51;1,1;
1996-06-21;2;10,3;0;33,9;27,2;20,6;64,5;52;1,6;
1996-06-22;8;9,7;0;34,9;28,3;21,4;69,5;53;,8;
1996-06-23;7;10,2;0;34,3;27,9;21,2;68,8;55;,5;
1996-06-24;6,5;10,2;0;33,7;27,1;21,6;65;50;1,1;
1996-06-25;9;10,3;0;33,5;26,4;20,2;69,8;56;1,4;
1996-06-26;9;9,6;0;34,1;25,9;20;76,5;56;1,6;
1996-06-27;7,5;8;0;35,9;26,8;20;67,8;48;1,4;
1996-06-28;6,4;10,6;0;36;27;19,5;72,3;44;,8;
1996-06-29;4,6;10,3;0;35,1;26,9;20;68,8;55;1,6;
1996-06-30;7;9,3;0;33,7;27,6;23,2;73,3;58;1,1;
1996-07-01;4,5;9,7;0;33,3;27,2;21,8;69,3;47;1,3;
1996-07-02;8;10,5;5;34,1;26,6;20,2;68;52;,8;
1996-07-03;8;9,4;0;34,3;25,5;19;65,8;46;1,1;
1996-07-04;8;10;0;35;27;23;69,8;50;1,1;
1996-07-05;4,5;9,8;0;35,3;26,3;19,2;62,3;39;1,3;
1996-07-06;5;10,1;0;33,7;26;19;66,5;51;1,1;
1996-07-07;5;9,8;0;35,2;26,7;19,2;78;51;,8;
1996-07-08;7,5;8,7;0;34,8;26,9;19;69;50;,5;
1996-07-09;5,5;10,7;0;35,5;27,2;20;67;52;1,4;
1996-07-10;9;10,7;0;34,2;26,9;19,5;58,3;42;1,4;
1996-07-11;6,4;10,6;0;34,3;26,1;18,8;66,3;46;1,1;
1996-07-12;5,2;10,3;0;34,2;26,4;19;60,8;42;,5;
1996-07-13;5,5;9,1;0;36;28,1;22,4;64;42;1,4;
1996-07-14;7;5,1;0;35,3;27,8;22,4;70,5;42;,8;
1996-07-15;9,5;7,4;0;34,3;27,7;20;64,3;45;,8;
1996-07-16;7,5;9,4;0;34,1;27,4;21,2;71,3;52;1,4;
1996-07-17;7,5;9,5;0;34,3;27,2;20,2;62;51;1,6;
1996-07-18;11;9,2;0;33,8;26,9;19,6;65,8;52;1,1;
1996-07-19;8;,3;0;34,6;27,7;20,2;54,8;43;1,1;
1996-07-20;5,5;10,6;0;35,5;27,5;20,5;56,8;49;1,1;
1996-07-21;6,6;7,1;0;36,8;28,9;23,4;63,8;45;1,1;
1996-07-22;7,4;5,9;0;36,1;28,3;21,2;64,8;50;,8;
1996-07-23;6,5;6,9;0;34,2;27;23;75;56;1,1;
1996-07-24;7;10,1;0;33,5;27,7;22;59,3;43;1,1;
1996-07-25;7;10,6;0;34;27,7;23;55;38;null;
1996-07-26;6;10,5;0;34,3;26,6;19;64,3;47;null;
1996-07-27;5,5;10,7;0;35,6;28,1;20,8;57,5;41;null;
1996-07-28;6;9,3;0;35,5;28,7;22,2;69,5;57;null;
1996-07-29;6;10;0;35,5;28;22,4;67,5;51;null;
1996-07-30;11;9,9;0;34,6;27,3;21,4;61,5;38;null;
1996-07-31;11,5;9,1;0;34,1;27;20,5;62;44;null;
1996-08-01;5;10,3;0;34,3;27,6;20,6;63,8;48;null;
1996-08-02;2;10,6;0;35,1;27,9;22,2;67,8;49;null;
1996-08-03;7;8,5;0;34,7;27,6;21;64,5;50;null;
1996-08-04;7;9,2;0;34,8;28,6;23,6;64,3;46;null;
1996-08-05;8,5;10,1;0;35,3;29,5;24;58,8;44;null;
1996-08-06;4,5;9,9;0;36,3;29,4;23;59,8;50;null;
1996-08-07;5;10,6;0;36;29,3;22;56;41;null;
1996-08-08;11,5;8,7;0;35,7;28,4;21,8;65,3;55;null;
1996-08-09;7;7,9;0;35,5;28,4;21,8;58,3;41;null;
1996-08-10;5;8,6;0;35,1;27,8;22;69,3;52;null;
1996-08-11;7;10,5;0;35,8;29,3;22,4;63,5;48;null;
1996-08-12;8,5;5,7;0;34,5;28,6;23;66,3;52;null;
1996-08-13;6;9,4;0;35,7;28,5;22;66,5;49;null;
1996-08-14;3,5;8,9;0;35,1;28;21,8;62,3;52;null;
1996-08-15;8;6,5;0;34,6;27,6;22,2;69,8;53;null;
1996-08-16;6;9,8;0;35,1;28,5;23,4;68,3;57;null;
1996-08-17;4,5;10,3;0;35,3;28,7;21,4;59,5;49;null;
1996-08-18;8,8;7,4;0;34,7;28,3;22,5;58,5;47;null;
1996-08-19;7,2;9,1;0;34,9;27,6;19;61,5;44;null;
1996-08-20;8;10,6;0;35,2;27,6;18,4;64,3;51;null;
1996-08-21;7,5;10,4;0;36;27,6;18;61,3;42;null;
1996-08-22;8,5;10,2;0;35,5;27,6;17,6;53,8;44;null;
1996-08-23;6,5;10,4;0;35,7;27,6;18;52,8;34;null;
1996-08-24;7,5;10,5;0;36,1;28,4;18,4;52,8;41;null;
1996-08-25;7,5;10,4;0;37,2;28,1;18,2;54,8;37;null;
1996-08-26;7,5;10,5;0;36,7;29,1;18,2;55,5;39;null;
1996-08-27;6;9,7;0;37;29,3;19,4;55,3;38;null;
1996-08-28;6;7,3;0;36,9;29;19,4;56,5;38;0;
1996-08-29;6,5;7,3;0;36,2;29,1;21,8;59,3;38;null;
1996-08-30;9;7,8;0;35,1;28,1;21,2;62;42;null;
1996-08-31;7,5;0;0;35,2;28,8;22;57,5;45;null;
1996-09-01;5;10,3;0;36,6;28,3;18;61;39;null;
1996-09-02;6;8;0;36,3;28,4;19,8;56,3;43;null;
1996-09-03;4,5;10,3;0;35,5;28,8;20;56;44;null;
1996-09-04;5,5;4,7;0;34,6;26,5;22,4;76;46;null;
1996-09-05;4,5;10,4;5,3;35,7;29;20;58,8;39;null;
1996-09-06;3,6;8,3;0;37,3;29,2;21,5;58;41;null;
1996-09-07;4,4;6,2;0;34;27,6;18,4;62;49;null;
1996-09-08;3;5,8;0;35,4;27,9;19;59;45;null;
1996-09-09;3;9;0;36;28,7;19,6;56;47;null;
1996-09-10;8;9,3;0;37,1;28,4;19,5;58;45;null;
1996-09-11;8;9,3;0;37,4;29,7;21,2;51,5;44;null;
1996-09-12;7;9,3;0;37,6;29,8;22,6;57,8;45;null;
1996-09-13;8,5;6,9;0;35,1;28;20,5;62,3;44;null;
1996-09-14;10;9,1;0;36,1;29,1;20,8;56,5;38;null;
1996-09-15;9,5;8,6;0;36,5;29,6;23,2;55,3;38;null;
1996-09-16;9,5;9,7;0;36,7;25,2;null;57,8;44;null;
1996-09-17;9,5;9,4;0;37,7;25,5;null;59,5;45;null;
1996-09-18;6,5;6,1;0;35,2;28,7;26;62,5;46;null;
1996-09-19;5,5;9,5;0;37,3;25;null;64;46;null;
1996-09-20;10;8,2;0;36,6;24,7;null;62;47;null;
1996-09-21;8;7,5;2,5;35,3;24,4;null;62,3;54;null;
1996-09-22;5,5;1;,5;36,6;24,6;null;65,3;49;null;
1996-09-23;6,5;6,5;0;35,8;24,2;null;62,8;47;null;
1996-09-24;8;6;0;35,7;24,6;null;61;43;null;
1996-09-25;7;7,6;0;36,7;25,2;null;56,5;39;null;
1996-09-26;3,5;3,7;0;36,3;27,6;18,6;63,8;39;null;
1996-09-27;3,5;3,8;0;35,3;24,3;null;63,3;46;null;
1996-09-28;1,5;,3;0;33,3;22,8;null;73,8;52;null;
1996-09-29;4;4,9;0;35,3;22,5;null;73,3;49;null;
1996-09-30;6;6,2;1,2;35,1;24,2;null;62,5;46;null;
1996-10-01;null;4;0;35;null;null;63;46;null;
1996-10-02;6,5;1,8;0;33,8;null;null;74,3;51;null;
1996-10-03;3,5;3,6;0;31,1;null;null;80,5;73;null;
1996-10-04;5,5;7,7;2,6;35,7;null;null;64,3;45;null;
1996-10-05;9;7,1;0;35,5;null;null;60,8;43;null;
1996-10-06;6,5;1,3;18;31;null;null;87,5;68;null;
1996-10-07;2;1,6;,6;31,4;null;null;89,5;83;null;
1996-10-08;2;3,9;0;33,7;null;null;86,3;74;null;
1996-10-09;4;7,2;,1;34,5;null;null;71,5;50;null;
1996-10-10;9;7,1;0;34,9;null;null;64,8;51;null;
1996-10-11;5,5;9,5;0;35,9;null;null;65,3;48;null;
1996-10-12;4,5;6,2;0;35,9;null;null;64;46;null;
1996-10-13;9;3,8;0;35,9;null;null;69,8;48;null;
1996-10-14;4;5,3;8,5;34,6;null;null;66;51;null;
1996-10-15;4;5,8;0;35,8;null;null;63,8;47;null;
1996-10-16;5;1,1;0;32,3;null;null;70,3;57;null;
1996-10-17;2,5;3,2;4,4;32,6;null;null;80,3;57;null;
1996-10-18;4,2;6,3;32,6;30,9;null;null;75;59;null;
1996-10-19;2,5;5,5;0;34,1;null;null;75;53;null;
1996-10-20;4;7,6;4,2;35,3;null;null;70;50;null;
1996-10-21;4;6,1;4;33,6;null;null;72,8;53;null;
1996-10-22;5,4;8,1;0;34,7;null;null;68;54;null;
1996-10-23;5,5;1,1;0;31,5;null;null;81,5;73;null;
1996-10-24;2,5;4;0;33,7;null;null;75,5;61;null;
1996-10-25;7;6,1;1;33,5;null;null;68,8;58;null;
1996-10-26;3;0;0;33,9;null;null;80;67;null;
1996-10-27;3,5;5,4;6,2;34,3;null;null;76,3;55;null;
1996-10-28;5,9;4,3;0;33,7;null;null;68;58;null;
1996-10-29;6,6;5,9;0;34,4;null;null;66,3;48;null;
1996-10-30;5,1;2,7;0;35,1;null;null;64,8;50;null;
1996-10-31;4,4;,1;0;31,7;null;null;77,8;60;null;
1996-11-01;4;2,4;10,6;33,1;null;null;75,5;62;null;
1996-11-02;5;3;0;34;null;null;72,8;57;null;
1996-11-03;5;6,7;7,5;34,6;null;null;74;60;null;
1996-11-04;4;6,6;4,1;33,6;null;null;73,8;56;null;
1996-11-05;4,5;5,8;0;33,5;null;null;72;56;null;
1996-11-06;5;4,3;0;33,7;null;null;70,5;58;null;
1996-11-07;4;4,7;3,7;34,3;null;null;72,8;58;null;
1996-11-08;5;7,4;0;34,6;null;null;69,3;51;null;
1996-11-09;6;7,5;0;34;null;null;67;58;null;
1996-11-10;1,5;4,3;0;34,1;null;null;68,5;56;null;
1996-11-11;5;7,4;0;36,5;null;null;62;48;null;
1996-11-12;7;0;0;30,7;null;null;87,3;68;null;
1996-11-13;1,8;1,6;6,6;31,8;null;null;87,8;79;null;
1996-11-14;2;3,4;8,4;31,9;null;null;82,5;72;null;
1996-11-15;2,2;1,9;,4;32,3;null;null;82,5;74;null;
1996-11-16;2;1,6;6,4;32,5;null;null;88,8;74;null;
1996-11-17;1,5;3,1;56;30,7;null;null;88,3;69;null;
1996-11-18;1;0;36,8;25,7;null;null;95,8;91;null;
1996-11-19;2,5;8,6;,6;33,8;null;null;78;57;null;
1996-11-20;1,5;3,9;0;31,9;null;null;78,5;74;null;
1996-11-21;1,5;5,6;0;33,6;null;null;71,8;55;null;
1996-11-22;4,5;5,7;28,5;32,6;null;null;80,5;58;null;
1996-11-23;2,5;7,1;29,8;32,5;null;null;76,8;65;null;
1996-11-24;3;1,3;45,5;30,1;null;null;85,8;74;null;
1996-11-25;2;8,1;0;33,3;null;null;76,8;62;null;
1996-11-26;3,6;4,1;0;32,5;null;null;82,8;62;null;
1996-11-27;2,4;0;55;26,7;null;null;95,5;89;null;
1996-11-28;1;5,5;14,3;31,7;null;null;83,3;68;null;
1996-11-29;2,5;9,8;1,5;33,1;null;null;76;54;null;
1996-11-30;4;10,5;0;33,5;null;null;69,5;62;null;
1996-12-01;5,1;10,1;0;34;null;null;72,5;59;null;
1996-12-02;4,4;8,3;0;33,7;null;null;77,5;57;null;
1996-12-03;5;10;0;34,7;null;null;66;52;null;
1996-12-04;7;4,2;0;32,1;null;null;76,8;68;null;
1996-12-05;1,5;8,8;0;34,1;null;null;66,8;56;null;
1996-12-06;7;7,8;0;33,3;null;null;69,8;62;null;
1996-12-07;4;6,3;0;33,8;null;null;76,3;56;null;
1996-12-08;3;3,5;3;31,5;null;null;79,5;67;null;
1996-12-09;2,5;9,6;0;33,9;null;null;71,5;59;null;
1996-12-10;4;9;0;34,9;null;null;72;54;null;
1996-12-11;3,5;6,1;,4;32,6;null;null;79,3;62;null;
1996-12-12;4;6,1;0;34,1;null;null;72;57;null;
1996-12-13;5;7,3;0;33,5;null;null;72,8;58;null;
1996-12-14;3,5;4;0;33,3;null;null;82,3;59;null;
1996-12-15;4;8,5;14,6;33;null;null;83;57;null;
1996-12-16;3;8,1;10,8;32,7;null;null;77;65;null;
1996-12-17;5;9,7;0;33,5;null;null;72,5;58;null;
1996-12-18;3,5;9,3;0;34;null;null;69,8;62;null;
1996-12-19;2;5,3;0;33,3;null;null;77;56;null;
1996-12-20;3;4,8;0;33,4;null;null;72,8;61;null;
1996-12-21;3;4,6;0;33,4;null;null;74,8;55;null;
1996-12-22;4;2,5;5;30,5;null;null;79,3;73;null;
1996-12-23;4;4;0;32,7;null;null;76,5;62;null;
1996-12-24;4;7,1;1,9;34,7;null;null;72,8;58;null;
1996-12-25;2,5;0;,3;34,1;null;null;92,8;80;null;
1996-12-26;1,5;2,8;5;31,3;null;null;84,5;66;null;
1996-12-27;2,5;4,3;0;32,7;null;null;74;62;null;
1996-12-28;4,5;1,2;42,6;29,3;null;null;91,8;76;null;
1996-12-29;2,5;0;8,8;31,8;null;null;85;69;null;
1996-12-30;2;3,1;1,8;31,3;null;null;85,5;67;null;
1996-12-31;2;,6;8,2;29;null;null;94,8;91;null;
1997-01-01;1;,3;32,4;29;null;null;89,5;78;null;
1997-01-02;2;,3;0;28,7;null;null;89,5;86;null;
1997-01-03;1;3,1;3,3;31,7;null;null;85,3;63;null;
1997-01-04;2;5,1;,3;32,8;null;null;78;65;null;
1997-01-05;4;0;48;30;null;null;93,3;87;null;
1997-01-06;1;5,7;4;31,9;null;null;83,8;67;null;
1997-01-07;2,5;4,3;5,6;30,5;null;null;93,5;88;null;
1997-01-08;1,6;6,2;9,5;31,9;null;null;88,5;68;null;
1997-01-09;2,4;7,6;3;32,3;null;null;78,5;64;null;
1997-01-10;4;5,8;0;32,5;null;null;81,5;67;null;
1997-01-11;2;4,8;2;31,6;null;null;77,5;65;null;
1997-01-12;5;7,9;0;32,8;null;null;76,5;56;null;
1997-01-13;3,5;5,1;0;31,8;null;null;80;76;null;
1997-01-14;3;7;0;32;null;null;78;60;null;
1997-01-15;3;5,7;0;32,7;null;null;71,8;62;null;
1997-01-16;4,5;8,6;0;32;null;null;72,8;62;null;
1997-01-17;4;6,1;0;34;null;null;77,8;56;null;
1997-01-18;3;2,6;6;31,6;null;null;82,8;61;null;
1997-01-19;2;0;,8;28,8;null;null;93,3;88;null;
